	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA
10-637	0	2011-10-11	10	2011	ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.	-8.0	0.0	-1.0	0.0	-0.16666666666666666	-1.0	2011-11-08	9	0	1	-0.41098169717138106	-0.971830985915493	-0.26288659793814434	-0.3305084745762712	-1.0
10-6549	0	2011-10-03	10	2011	BILLY JOE REYNOLDS, PETITIONER v. UNITED STATES	7.0	0.7142857142857143	-0.5	-1.0	0.4666666666666667	0.5	2012-01-23	7	2	1	0.7766097240473062	-0.8607764390896921	-1.0	0.4510433386837881	0.3939393939393939
10-680	1	2011-10-04	10	2011	CAROL HOWES, WARDEN, PETITIONER v. RANDALL LEE FIELDS	-1.0	-1.0	-0.2	0.25	0.6	1.0	2012-02-21	6	3	1	-1.0	0.21448467966573817	0.25555555555555554	0.652605459057072	1.0
10-694	0	2011-10-12	10	2011	JOEL JUDULANG, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	31.0	1.0	0.7333333333333333	-1.0	-1.0	-1.0	2011-12-12	9	0	1	1.0	0.42921348314606744	-1.0	-0.8769230769230769	-0.8215962441314554
10-699	0	2011-11-07	11	2011	MENACHEM BINYAMIN ZIVOTOFSKY, BY HIS PARENTS AND GUARDIANS, ARI Z. AND NAOMI SIEGMAN ZIVOTOFSKY, PETITIONER v. HILLARY RODHAM CLINTON, SECRETARY OF STATE	2.0	1.0	0.0	-0.1111111111111111	0.2	0.2	2012-03-26	8	1	1	1.0	0.27979274611398963	-0.3567251461988304	0.03828483920367534	0.14363143631436315
10-704	1	2011-12-05	12	2011	CURT MESSERSCHMIDT et al., PETITIONERS v. BRENDA MILLENDER, AS EXECUTOR OF THE ESTATE OF AUGUSTA MILLENDER, DECEASED, et al.	10.0	0.4	-1.0	-1.0	0.6	-0.7777777777777778	2012-02-22	6	3	1	0.15776699029126215	-0.09770114942528736	0.38738738738738737	0.5369261477045908	-0.55119825708061
10-708	-1	2011-11-28	11	2011	FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS	16.0	0.0	0.0	-0.3333333333333333	1.0	0.4117647058823529	2012-06-28	9	0	0	0.24521739130434783	-0.543859649122807	-0.5204918032786885	0.9551569506726457	0.6892950391644909
10-76	1	2011-01-11	01	2011	GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.	12.0	0.0	0.3333333333333333	-1.0	0.3333333333333333	0.5714285714285714	2011-06-27	9	0	1	0.0	0.5576923076923077	-0.3263157894736842	-0.05263157894736842	0.03202846975088968
10-779	1	2011-04-26	04	2011	SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL	-27.0	1.0	-0.3333333333333333	-0.8	-1.0	-0.7894736842105263	2011-06-23	6	3	0	1.0	-0.6440129449838188	-0.3551020408163265	-0.39549180327868855	-0.9077306733167082
10-788	0	2011-11-01	11	2011	CHARLES A. REHBERG, PETITIONER v. JAMES P. PAULK	-22.0	-0.1111111111111111	-1.0	0.0	-1.0	-0.6470588235294118	2012-04-02	9	0	0	0.3263888888888889	0.33424657534246577	0.2542372881355932	-0.8964401294498382	-0.38738738738738737
10-8145	0	2011-11-08	11	2011	JUAN SMITH v. BURL CAIN, WARDEN	39.0	1.0	0.6470588235294118	0.3333333333333333	1.0	0.5	2012-01-10	8	1	1	0.9797297297297297	0.70917225950783	0.32432432432432434	0.5348837209302325	0.6556291390728477
10-844	1	2011-12-05	12	2011	CARACO PHARMACEUTICAL LABORATORIES, LTD., et al., PETITIONERS v. NOVO NORDISK A/S et al.	-1.0	1.0	0.0	-1.0	0.0	0.3333333333333333	2012-04-17	9	0	1	1.0	0.7616580310880829	-1.0	0.6585365853658537	-0.535483870967742
10-8505	-1	2011-12-06	12	2011	WILLIAMS v. ILLINOIS	7.0	-1.0	0.5	0.1111111111111111	-1.0	0.3333333333333333	2012-06-18	5	4	0	-1.0	0.4166666666666667	-0.07297830374753451	-0.5984251968503937	0.4864516129032258
10-875	0	2011-11-29	11	2011	LYNWOOD D. HALL, ET UX., PETITIONERS v. UNITED STATES	-4.0	-0.3333333333333333	-1.0	-1.0	1.0	-1.0	2012-05-14	5	4	0	-0.5306122448979592	-0.37681159420289856	-1.0	0.3619047619047619	-1.0
10-879	1	2011-11-09	11	2011	GLORIA GAIL KURNS, EXECUTRIX OF THE ESTATE OF GEORGE M. CORSON, DECEASED, et al., PETITIONERS v. RAILROAD FRICTION PRODUCTS CORPORATION et al.	-12.0	-0.7142857142857143	0.0	1.0	-1.0	0.3333333333333333	2012-02-29	6	3	0	-0.340683572216097	-0.17972350230414746	1.0	-0.9511278195488722	0.013916500994035786
10-895	-1	2011-11-02	11	2011	RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION	-4.0	1.0	-0.1111111111111111	0.0	0.0	-0.6	2012-01-10	8	1	0	1.0	0.3088803088803089	-1.0	-0.07547169811320754	-0.7619783616692427
10-8974	-1	2011-11-02	11	2011	BARION PERRY v. NEW HAMPSHIRE	-15.0	-1.0	-1.0	0.0	0.0	-0.75	2012-01-11	8	1	1	-1.0	-1.0	-0.28294573643410853	-0.5071428571428571	-0.6197836166924265
10-930	1	2012-10-09	10	2012	CHARLES L. RYAN, PETITIONER v. ERNEST VALENCIA GONZALES	-11.0	-1.0	-1.0	-0.5	0.0	-0.25	2013-01-08	9	0	1	-1.0	-0.33852140077821014	0.015873015873015872	-0.06481481481481481	-0.24714828897338403
10-945	-1	2011-10-12	10	2011	ALBERT W. FLORENCE, PETITIONER v. BOARD OF CHOSEN FREEHOLDERS OF THE COUNTY OF BURLINGTON et al.	-4.0	0.1111111111111111	0.058823529411764705	-0.42857142857142855	0.25	-0.09090909090909091	2012-04-02	5	4	0	0.14552736982643524	0.09181969949916527	-0.4490238611713666	0.15326251896813353	-0.480083857442348
10-948	0	2011-10-11	10	2011	COMPUCREDIT CORPORATION et al. v. WANDA GREENWOOD et al.	8.0	0.0	-1.0	0.3333333333333333	1.0	1.0	2012-01-10	8	1	1	0.0	-0.575	0.10948905109489052	-0.3118279569892473	0.8761061946902655
10-9646	0	2012-03-20	03	2012	EVAN MILLER, PETITIONER v. ALABAMA	-5.0	1.0	0.6	1.0	-0.42857142857142855	-0.7	2012-06-25	5	4	1	1.0	-0.16981132075471697	-0.12839059674502712	-0.2365415986949429	-0.2714285714285714
10-98	0	2011-03-02	03	2011	JOHN D. ASHCROFT, PETITIONER v. ABDULLAH AL-KIDD	-7.0	-1.0	-1.0	1.0	0.6	-0.42857142857142855	2011-05-31	8	0	1	-1.0	-1.0	0.004694835680751174	0.7873303167420814	-0.5606936416184971
10-9995	-1	2012-02-27	02	2012	PATRICK WOOD, PETITIONER v. KEVIN MILYARD, WARDEN, et al.	0.0	1.0	1.0	0.0	-0.3333333333333333	0.14285714285714285	2012-04-24	9	0	1	1.0	0.6801909307875895	0.0	0.21505376344086022	-0.33519553072625696
105, Orig.	0	2008-12-01	12	2008	STATE OF KANSAS, PLAINTIFF v. STATE OF COLORADO	-7.0	-0.5	-0.2	-0.3333333333333333	0.0	0.25	2009-03-09	9	0	0	-0.17482517482517482	0.006928406466512702	-0.7991967871485943	-0.050793650793650794	0.14553990610328638
11-10189	0	2013-02-25	02	2013	CARLOS TREVINO, PETITIONER v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION	9.0	1.0	-0.3333333333333333	-0.3333333333333333	1.0	1.0	2013-05-28	5	4	1	1.0	-0.010554089709762533	0.09285714285714286	-0.8606060606060606	1.0
11-1025	0	2012-10-29	10	2012	JAMES R. CLAPPER, JR., DIRECTOR OF NATIONAL INTELLIGENCE, et al., PETITIONERS v. AMNESTY INTERNATIONAL USA et al.	-4.0	-0.6	0.0	-0.6666666666666666	0.5	0.6	2013-02-26	5	4	1	-0.20376175548589343	-0.5022222222222222	-0.8406593406593407	0.3435114503816794	0.1687041564792176
11-10362	1	2013-02-19	02	2013	KIM MILLBROOK, PETITIONER v. UNITED STATES	-1.0	1.0	0.0	1.0	0.0	-0.6666666666666666	2013-03-27	9	0	1	1.0	0.09657320872274143	-0.2907801418439716	-0.4666666666666667	-0.6151202749140894
11-1059	-1	2012-12-03	12	2012	GENESIS HEALTHCARE CORPORATION, et al., PETITIONERS v. LAURA SYMCZYK	-8.0	0.16666666666666666	-0.8	-1.0	0.7777777777777778	1.0	2013-04-16	5	4	0	0.09228441754916793	-0.6145675265553869	-0.722488038277512	0.45714285714285713	-0.03375527426160337
11-1085	-1	2012-11-05	11	2012	AMGEN INC., et al., PETITIONERS v. CONNECTICUT RETIREMENT PLANS AND TRUST FUNDS	-6.0	-0.14285714285714285	-1.0	0.6666666666666666	-0.5	0.3333333333333333	2013-02-27	6	3	0	0.08071748878923767	-0.6781115879828327	0.536723163841808	-0.11894273127753303	0.5351089588377724
11-1118	0	2013-01-16	01	2013	JERRY W. GUNN, et al., PETITIONERS v. VERNON F. MINTON	14.0	0.0	0.75	-1.0	0.0	0.5714285714285714	2013-02-20	9	0	1	0.0	0.8980509745127436	-0.2867647058823529	-0.2826086956521739	0.0747074707470747
11-1160	0	2012-11-26	11	2012	FEDERAL TRADE COMMISSION, PETITIONER v. PHOEBE PUTNEY HEALTH SYSTEM, INC., et al.	-10.0	-0.3333333333333333	0.5	-1.0	-0.3333333333333333	0.3333333333333333	2013-02-19	9	0	0	-0.24314442413162707	0.33884297520661155	-0.152	-0.2026431718061674	0.6097560975609756
11-1175	1	2012-11-07	11	2012	OLIVEA MARX, PETITIONER v. GENERAL REVENUE CORPORATION	0.0	-0.5384615384615384	-1.0	0.0	0.3333333333333333	-0.07692307692307693	2013-02-26	7	2	0	-0.6133909287257019	-0.7249283667621776	0.0	-0.5324675324675324	-0.15458937198067632
11-1221	-1	2013-04-22	04	2013	JACQUELINE HILLMAN, PETITIONER v. JUDY A. MARETTA	5.0	1.0	-0.2	-0.2	1.0	-0.7142857142857143	2013-06-03	9	0	0	1.0	-0.6085106382978723	-0.2950191570881226	0.5799086757990868	-0.5753768844221105
11-1231	-1	2012-12-04	12	2012	KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. AUBURN REGIONAL MEDICAL CENTER et al.	12.0	1.0	0.8181818181818182	1.0	1.0	-0.42857142857142855	2013-01-22	9	0	1	0.6351706036745407	0.8868613138686131	1.0	0.03734439834024896	0.006369426751592357
11-1274	0	2013-01-08	01	2013	MARC J. GABELLI AND BRUCE ALPERT, PETITIONERS v. SECURITIES AND EXCHANGE COMMISSION	20.0	0.45454545454545453	-0.5	-0.5	0.6	0.7647058823529411	2013-02-27	9	0	0	0.8917337234820776	-0.46303501945525294	-0.24324324324324326	0.7969924812030075	0.7079646017699115
11-1285	0	2012-11-27	11	2012	US AIRWAYS, INC., IN ITS CAPACITY AS FIDUCIARY AND PLAN ADMINISTRATOR OF THE US AIRWAYS, INC. EMPLOYEE BENEFITS PLAN, PETITIONER v. JAMES E. MCCUTCHEN et al.	-7.0	-0.14285714285714285	-0.5	0.0	0.6	0.0	2013-04-16	5	4	0	0.04914285714285714	-0.03571428571428571	-0.6423357664233577	0.716	0.2804532577903683
11-1327	-1	2012-11-06	11	2012	LAMAR EVANS, PETITIONER v. MICHIGAN	-1.0	0.6	0.0	-1.0	-1.0	0.3333333333333333	2013-02-20	8	1	1	0.5192096597145993	-0.4492753623188406	-1.0	-0.7352941176470589	0.6710182767624021
11-1347	1	2012-12-05	12	2012	JEFFREY LEE CHAFIN, PETITIONER v. LYNNE HALES CHAFIN	-13.0	0.7142857142857143	-0.8571428571428571	1.0	-0.14285714285714285	-0.8571428571428571	2013-02-19	9	0	1	0.7841328413284133	-0.7715736040609137	0.5532646048109966	0.2028169014084507	-0.7693631669535284
11-1351	0	2013-01-15	01	2013	STEVEN ALAN LEVIN, PETITIONER v. UNITED STATES et al.	27.0	1.0	-1.0	0.3333333333333333	1.0	0.30434782608695654	2013-03-04	9	0	1	0.5644599303135889	-0.08771929824561403	0.31092436974789917	0.3670886075949367	0.3575949367088608
11-139	0	2012-01-17	01	2012	UNITED STATES, PETITIONER v. HOME CONCRETE & SUPPLY, LLC, et al.	-8.0	-0.75	0.6	-0.3333333333333333	-0.7777777777777778	0.0	2012-04-25	5	4	0	-0.33278955954323003	0.41841004184100417	-0.1366906474820144	-0.5218216318785579	-0.16539440203562342
11-1425	1	2013-01-09	01	2013	MISSOURI, PETITIONER v. G. MCNEELY	-12.0	0.3333333333333333	-0.5	-0.4	0.3333333333333333	-0.3333333333333333	2013-04-17	5	4	0	0.4163860830527497	-0.4021164021164021	-0.668	0.5817805383022774	-0.04773869346733668
11-1447	-1	2013-01-15	01	2013	KOONTZ v. ST. JOHNS RIVER WATER MGMT. DIST.	14.0	0.42857142857142855	-1.0	0.0	0.8461538461538461	0.3076923076923077	2013-06-25	5	4	1	-0.17061611374407584	-0.7660626029654036	0.022556390977443608	0.7932960893854749	0.014112903225806451
11-1450	0	2013-01-07	01	2013	THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES	-5.0	0.0	0.2	1.0	1.0	-1.0	2013-03-19	9	0	1	0.29313543599257885	-0.301707779886148	1.0	0.1990686845168801	0.42857142857142855
11-1518	-1	2013-03-18	03	2013	RANDY CURTIS BULLOCK, PETITIONER v. BANKCHAMPAIGN, N. A.	9.0	0.2857142857142857	-1.0	0.0	1.0	1.0	2013-05-13	9	0	1	0.10118632240055828	-0.9072164948453608	0.18208955223880596	-0.01990049751243781	0.7677419354838709
11-1545	0	2013-01-16	01	2013	CITY OF ARLINGTON, TEXAS, et al., PETITIONERS v. FEDERAL COMMUNICATIONS COMMISSION et al.	-1.0	0.5	-0.75	-1.0	0.6	-0.2857142857142857	2013-05-20	6	3	1	0.5527065527065527	-0.7272727272727273	-0.797979797979798	0.6550387596899225	-0.350104821802935
11-159	0	2012-03-19	03	2012	MICHAEL J. ASTRUE, COMMISSIONER OF SOCIAL SECURITY, PETITIONER v. KAREN K. CAPATO, ON BEHALF OF B. N. C., et al.	36.0	1.0	0.3333333333333333	0.0	0.6	0.3333333333333333	2012-05-21	9	0	1	1.0	0.6192109777015438	-1.0	0.007042253521126761	-0.2931323283082077
11-161	0	2012-02-29	02	2012	CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.	1.0	-0.8	1.0	-0.14285714285714285	1.0	1.0	2012-06-04	6	3	0	-0.3798572561459159	-0.9102564102564102	0.012345679012345678	0.6875	0.2596685082872928
11-166	-1	2012-04-23	04	2012	RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK	-13.0	-0.6	-1.0	0.0	0.7777777777777778	-0.5384615384615384	2012-05-29	8	0	0	-0.7870472008781558	0.2413793103448276	0.0	0.4993581514762516	-0.8518518518518519
11-182	0	2012-04-25	04	2012	ARIZONA, et al., PETITIONERS v. UNITED STATES	18.0	-0.14285714285714285	-1.0	-0.4	0.75	0.6	2012-06-25	5	3	0	-0.10993377483443709	-1.0	-0.4132029339853301	0.7145631067961165	0.7497255762897914
11-184	0	2012-10-02	10	2012	CAROLYN M. KLOECKNER, PETITIONER v. HILDA L. SOLIS, SECRETARY OF LABOR	-7.0	0.0	0.3333333333333333	0.0	0.2727272727272727	-1.0	2012-12-10	9	0	1	1.0	-0.2540792540792541	-1.0	0.26559714795008915	-1.0
11-192	0	2012-10-02	10	2012	UNITED STATES, PETITIONER v. JAMES X. BORMES	-7.0	1.0	1.0	-1.0	0.0	-0.17647058823529413	2012-11-13	9	0	1	1.0	0.49743589743589745	-1.0	0.24468085106382978	0.004555808656036446
11-199	0	2012-03-21	03	2012	ALEXANDER VASQUEZ, PETITIONER v. UNITED STATES.	9.0	0.0	0.6363636363636364	-0.6	-0.3333333333333333	-0.5	2012-04-02	9	0	0	-0.3317972350230415	0.48366013071895425	-0.26247987117552335	0.05426356589147287	-0.411214953271028
11-204	1	2012-04-16	04	2012	MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE	-8.0	-0.7142857142857143	0.4666666666666667	0.3333333333333333	0.0	-0.7272727272727273	2012-06-18	5	4	0	0.05389221556886228	0.3849938499384994	0.1262135922330097	0.17562724014336917	-0.7551020408163265
11-210	0	2012-02-22	02	2012	UNITED STATES, PETITIONER v. XAVIER ALVAREZ	-10.0	1.0	0.5	-0.3333333333333333	0.7777777777777778	-0.17647058823529413	2012-06-28	6	3	0	0.5856236786469344	-0.11405835543766578	-0.4573643410852713	0.2005044136191677	0.10437710437710437
11-246	1	2012-04-24	04	2012	MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK	-28.0	-0.7777777777777778	-0.5	0.1111111111111111	-1.0	-0.7894736842105263	2012-06-18	8	1	0	-0.6727272727272727	0.12931034482758622	-0.15862068965517243	-0.5933609958506224	-0.24106324472960586
11-262	1	2012-03-21	03	2012	REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS	12.0	-0.3	-1.0	-1.0	1.0	0.5555555555555556	2012-06-04	8	0	1	0.036163522012578615	-0.7429467084639498	-1.0	0.8342696629213483	0.12704918032786885
11-338	1	2012-12-03	12	2012	DOUG DECKER, IN HIS OFFICIAL CAPACITY AS OREGON STATE FORESTER, et al., PETITIONERS v. NORTHWEST ENVIRONMENTAL DEFENSE CENTER;	-13.0	0.0	-0.3333333333333333	0.0	-0.25	0.3333333333333333	2013-03-20	7	1	1	0.0	-0.30434782608695654	0.13656387665198239	-0.472	0.06951871657754011
11-345	-1	2012-10-10	10	2012	ABIGAIL NOEL FISHER, PETITIONER v. UNIVERSITY OF TEXAS AT AUSTIN et al.	4.0	-0.6	-0.23076923076923078	0.3333333333333333	0.8181818181818182	0.15789473684210525	2013-06-24	7	1	1	-0.5060240963855421	-0.3980952380952381	-0.0024330900243309003	0.7956204379562044	0.289760348583878
11-393	-1	2012-03-26	03	2012	NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.	25.0	0.3333333333333333	0.5	1.0	0.5	0.6190476190476191	2012-06-28	5	4	0	0.19901112484548825	0.1696969696969697	0.312406576980568	0.35467980295566504	0.744955609362389
11-45	0	2012-02-27	02	2012	ELGIN v. DEPARTMENT OF TREASURY	13.0	0.0	0.5	-1.0	0.0	0.2	2012-06-11	6	3	0	-0.37291280148423006	-0.05555555555555555	-1.0	-0.06525037936267071	-0.3915966386554622
11-460	-1	2012-12-04	12	2012	LOS ANGELES COUNTY FLOOD CONTROL DISTRICT PETITIONER v. NATURAL RESOURCES DEFENSE COUNCIL, INC., et al.	8.0	0.6	0.3333333333333333	0.25	-0.5	0.391304347826087	2013-01-08	9	0	1	0.5213454075032341	0.4629156010230179	-0.03982300884955752	-0.12694877505567928	0.535377358490566
11-465	0	2012-10-03	10	2012	DEBORAH K. JOHNSON, ACTING WARDEN, PETITIONER v. TARA SHENEVA WILLIAMS	7.0	0.0	1.0	-1.0	0.5	-1.0	2013-02-20	9	0	1	0.618828932261768	-0.6470588235294118	-0.5529953917050692	0.4742268041237113	-1.0
11-551	0	2012-04-18	04	2012	SALAZAR v. RAMAH NAVAJO CHAPTER	3.0	0.6842105263157895	0.0	0.4	0.0	0.3333333333333333	2012-06-18	5	4	0	0.718475073313783	0.1893687707641196	0.07391304347826087	0.029288702928870293	0.22317596566523606
11-556	0	2012-11-26	11	2012	MAETTA VANCE, PETITIONER v. BALL STATE UNIVERSITY	-1.0	0.0	-0.2	0.0	0.0	0.5	2013-06-24	5	4	0	-1.0	-0.3289760348583878	-1.0	-0.2656826568265683	0.8842975206611571
11-564	1	2012-10-31	10	2012	FLORIDA, PETITIONER v. JOELIS JARDINES	0.0	-0.4	-1.0	0.42857142857142855	0.42857142857142855	0.0	2013-03-26	5	4	0	0.10727496917385944	-0.5528846153846154	0.21303258145363407	0.44306418219461696	0.1696969696969697
11-5683	1	2012-04-17	04	2012	EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES	-21.0	-0.4117647058823529	1.0	-0.42857142857142855	0.0	-0.875	2012-06-21	5	4	1	0.027348394768133173	-0.19327731092436976	0.17592592592592593	-0.8638743455497382	-0.7813267813267813
11-597	0	2012-10-03	10	2012	ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES	12.0	0.2727272727272727	0.0	-0.7142857142857143	0.7142857142857143	0.2222222222222222	2012-12-04	8	0	1	-0.051587301587301584	-0.3503184713375796	-0.3693181818181818	0.735973597359736	-0.08183079056865465
11-626	1	2012-10-01	10	2012	FANE LOZMAN, PETITIONER v. THE CITY OF RIVIERA BEACH, FLORIDA	-19.0	0.3333333333333333	0.0	-0.8	-0.29411764705882354	-1.0	2013-01-15	7	2	0	0.6687578419071518	0.1873198847262248	-0.3940677966101695	-0.341645885286783	-1.0
11-681	-1	2014-01-21	01	2014	HARRIS v. QUINN	12.0	0.0	-1.0	0.7142857142857143	1.0	-0.2857142857142857	2014-06-30	5	4	1	-0.13315926892950392	-1.0	0.2975609756097561	0.7801324503311259	-0.5995623632385121
11-697	-1	2012-10-29	10	2012	SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.	14.0	0.4666666666666667	-0.6	1.0	1.0	-1.0	2013-03-19	6	3	1	0.5048025613660619	-0.42162162162162165	0.5211267605633803	0.5633187772925764	-1.0
11-702	0	2012-10-10	10	2012	ADRIAN MONCRIEFFE, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	10.0	-0.6	-0.6666666666666666	-0.25	0.09090909090909091	-1.0	2013-04-23	7	2	1	-0.9746835443037974	-0.6724738675958188	0.08433734939759036	-0.06859205776173286	-0.16030534351145037
11-713	-1	2012-01-09	01	2012	RICK PERRY, GOVERNOR OF TEXAS, et al., APPELLANTS v. SHANNON PEREZ et al.	18.0	-0.42857142857142855	0.0	0.6363636363636364	0.7777777777777778	1.0	2012-01-20	9	0	1	-0.4169014084507042	-0.5020746887966805	0.3783359497645212	0.6068012752391073	0.7450199203187251
11-770	0	2012-11-01	11	2012	CHUNON L. BAILEY, AKA POLO, PETITIONER v. UNITED STATES	8.0	-0.3333333333333333	0.3333333333333333	-0.2	0.3333333333333333	0.125	2013-02-19	6	3	1	-0.5470588235294118	0.4163265306122449	0.32701421800947866	-0.13618677042801555	0.41927990708478513
11-796	-1	2013-02-19	02	2013	VERNON HUGH BOWMAN, PETITIONER v. MONSANTO COMPANY et al.	2.0	0.2857142857142857	-1.0	-0.5	0.09090909090909091	-0.6666666666666666	2013-05-13	9	0	0	-0.3549815498154982	-0.7236842105263158	-0.2125984251968504	-0.0873015873015873	-0.34710743801652894
11-798	1	2013-04-16	04	2013	AMERICAN TRUCKING ASSOCIATIONS, INC., PETITIONER v. CITY OF LOS ANGELES, CALIFORNIA, et al.	-2.0	0.25	0.3333333333333333	0.0	-1.0	0.2222222222222222	2013-06-13	9	0	1	-0.0452155625657203	-0.36065573770491804	-0.25274725274725274	-0.4911242603550296	0.5548387096774193
11-817	1	2012-10-31	10	2012	FLORIDA, PETITIONER v. CLAYTON HARRIS	-8.0	1.0	1.0	0.0	0.0	0.45454545454545453	2013-02-19	9	0	0	1.0	0.14634146341463414	-0.11538461538461539	-0.18562874251497005	0.7377622377622378
11-820	0	2012-11-01	11	2012	ROSELVA CHAIDEZ, PETITIONER v. UNITED STATES	-15.0	0.42857142857142855	0.0	-0.75	-1.0	-1.0	2013-02-20	7	2	0	0.5580524344569289	0.2071269487750557	-0.5292259083728278	-0.8181818181818182	-0.5655430711610487
11-864	0	2012-11-05	11	2012	COMCAST CORPORATION, et al., PETITIONERS v. CAROLINE BEHREND et al.	9.0	-0.29411764705882354	-1.0	0.6	1.0	0.8	2013-03-27	5	4	1	-0.09936908517350158	-0.41379310344827586	0.8211678832116789	0.6414342629482072	0.7953216374269005
11-88	-1	2012-02-28	02	2012	ASID MOHAMAD, INDIVIDUALLY AND FOR THE ESTATE OF AZZAM RAHIM, DECEASED, et al., PETITIONERS v. PALESTINIAN AUTHORITY et al.	-22.0	-0.3333333333333333	0.0	1.0	-1.0	-0.6666666666666666	2012-04-18	9	0	0	-0.17006802721088435	-0.12631578947368421	1.0	-0.6864406779661016	-0.5811965811965812
11-889	1	2013-04-23	04	2013	TARRANT REGIONAL WATER DISTRICT, PETITIONER v. RUDOLF JOHN HERRMANN, et al.	-1.0	0.2727272727272727	0.5	-0.14285714285714285	-0.3333333333333333	0.6	2013-06-13	9	0	0	-0.16279069767441862	-0.2582781456953642	-0.18933333333333333	-0.07750472589792061	1.0
11-8976	0	2012-11-06	11	2012	CALVIN SMITH, PETITIONER v. UNITED STATES	0.0	0.06666666666666667	-0.3333333333333333	1.0	0.25	-0.38461538461538464	2013-01-09	9	0	0	0.1234866828087167	-0.17257683215130024	0.5207373271889401	-0.21552604698672115	0.019138755980861243
11-9307	0	2012-11-28	11	2012	ARMARCION D. HENDERSON, PETITIONER v. UNITED STATES	0.0	1.0	-1.0	-0.2	-0.3333333333333333	-0.42857142857142855	2013-02-20	6	3	1	0.4318344039971449	0.40225563909774437	-0.8152866242038217	0.08074534161490683	-0.40757749712973596
11-9335	0	2013-01-14	01	2013	ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES	1.0	1.0	0.0	-0.7142857142857143	0.0	0.0	2013-06-17	5	4	1	1.0	-0.01904761904761905	-0.6818181818181818	-0.7777777777777778	-0.4150753768844221
11-94	0	2012-03-19	03	2012	SOUTHERN UNION CO. v. UNITED STATES	9.0	-0.6	1.0	0.2	1.0	0.6666666666666666	2012-06-21	6	3	1	-0.6963350785340314	-0.7088122605363985	-0.5864022662889519	0.7209302325581395	0.6395759717314488
11-9540	0	2013-01-07	01	2013	MATTHEW ROBERT DESCAMPS, PETITIONER v. UNITED STATES	13.0	0.2	1.0	-1.0	0.5	0.25	2013-06-20	8	1	1	0.033210332103321034	0.13802816901408452	-1.0	0.4424778761061947	-0.23595505617977527
11-965	1	2013-10-15	10	2013	DAIMLERCHRYSLER AG v. BAUMAN	3.0	0.6666666666666666	0.375	-0.1111111111111111	-1.0	0.23076923076923078	2014-01-14	9	0	1	0.5281501340482574	0.36878612716763004	-0.3333333333333333	-0.6333333333333333	0.2310405643738977
11-982	1	2012-11-07	11	2012	ALREADY, LLC, DBA YUMS, PETITIONER v. NIKE, INC.	-24.0	-0.1111111111111111	-0.14285714285714285	-0.4117647058823529	-0.8	-1.0	2013-01-09	9	0	0	-0.09075770191507078	-0.10485133020344288	-0.44274809160305345	-0.8968692449355433	-0.30303030303030304
11-9953	0	2013-01-14	01	2013	JONATHAN EDWARD BOYER, PETITIONER v. LOUISIANA	-8.0	0.6	0.42857142857142855	-0.5	-1.0	-0.8	2013-04-29	5	4	0	0.16336633663366337	0.16805324459234608	-0.49019607843137253	-0.5789473684210527	-0.6728558797524314
